provider_num,npi,name,address,city,state,zip,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number
,"1922156207","COMMUNITY INTERNISTS & ASSOCIATES PC","3505 S REED RD","KOKOMO",IN,"469023838",,40.447101845287634,-86.12156731936766,"7654538666","12-70",,,,,,,
,"1801816293","LOS ALAMOS MEDICAL CARE CLINIC LTD","3917 WEST RD","LOS ALAMOS",NM,"875445303",,35.88155725,-106.31918573828197,"5056624351","12-70",,,,"=========",,,
,"1215054259","ROCKY MOUNTAIN FAMILY PHYSICIANS","1124 E ELIZABETH ST","FORT COLLINS",CO,"805244051",,40.57431440506329,-105.05838215189874,"9704840798","12-70",,,,,,,
,"1023002029","PRIMA PRIMARY MEDICAL ASSOCIATION, INC","9850 GENESEE AVE","LA JOLLA",CA,"920371224",,32.8828285,-117.2264922,"8582020011","12-70",,,,,,,
,"1013048271","RICHMOND PRIMARY CARE SPECIALISTS PC","305 SEGUINE AVE","STATEN ISLAND",NY,"103093712",,40.51892541666667,-74.19700558333332,"7189678300","12-70",,,,,,,
"160030","1477539492","MARY GREELEY MEDICAL CENTER","1111 DUFF AVE","AMES",IA,"500105745",,42.032616250000004,-93.61228826978103,"5152392011","12-70",,,,,,,
,"1265429872","PREMIER FAMILY MEDICINE","2960 N CIRCLE DR STE 125","COLORADO SPRINGS",CO,"809091164",,38.872892097269194,-104.79069395410073,"7194282065","12-70",,,,,,,
,"1205940764","NEW WILMINGTON FAMILY MEDICINE ASSOCIATES P C","3438 STATE ROUTE 208","NEW WILMINGTON",PA,"161423230",,41.1222812,-80.3328428,"7249468979","12-70",,,,,,,
,"1083754790","PROFESSIONAL HEALTH CARE, INC.","849 S SYCAMORE ST","PETERSBURG",VA,"238034525",,37.21597105,-77.39850532221449,"8047320372","12-70",,,,,,,
,"1861691719","WESTERN MEDICAL CENTER PC","1805 KIPLING ST","LAKEWOOD",CO,"802152873",,39.745360408163265,-105.10968036734694,"3032323232","12-70",,,"A6908",,,,
,"1255475752","KIHEI-WAILEA MEDICAL CENTER. LLC","221 PIIKEA AVE # A","KIHEI",HI,"967538268",,20.763395,-156.44639965521395,"8088748100","12-70",,,,,,,
,"1518993930","CONSOLIDATED COMMUNITY MEDICAL CENTERS, S.C.","901 N MAPLE ST","SHELBYVILLE",IL,"625659102",,39.4064284,-88.7900689,"2173472900","12-70",,,,"208154",,,
,"1801805056","INTEGRATED HEALTHCARE MEDICAL GROUP INC","1762 WESTWOOD BLVD STE 300","REDONDO BEACH",CA,"902783412",,33.8455911,-118.3886766,"3104412000","12-70",,,,"W14717",,,
,"1841380615","JOSE B BENIGNO MEDICAL CLINIC PA","115 W 42ND ST","ODESSA",TX,"797644001",,31.882099571428572,-102.38578028571429,"4323674817","12-70",,,,,,,
,"1508919283","ROCKY MOUNT FAMILY MEDICAL CENTER PA","804 ENGLISH RD","ROCKY MOUNT",NC,"278046023",,35.9781491,-77.8431146,"2524433133","12-70",,,,,,,
,"1124111026","FULL SPECTRUM FAMILY MEDICINE PC","2025 ABBOT RD","EAST LANSING",MI,"488238573",,42.75762506040268,-84.48383559731543,"5173333550","12-70",,,"F42325",,,,
,"1942404777","ELIZABETH FAMILY HEALTH PC","34061 FOREST PARK DR","ELIZABETH",CO,"801077842",,30.071183,-94.182692,"3036464071","12-70",,,"99904","99904",,,
,"1053364950","YELM FAMILY MEDICINE, PLLC","201 TAHOMA BLVD","YELM",WA,"985977735",,46.947002,-122.6191390707543,"3604587761","12-70",,,,,,,
,"1508808098","INTERNAL MEDICINE CARE, INC","2510 COMMONS BLVD","HUBER HTS",OH,"454241055",,39.85902405,-84.11141951604947,"9374290607","12-70",,,,"9248831",,,
"221885","1700801263","SOUTH COVE COMMUNITY HEALTH CENTER, INC","145 SOUTH STREET","QUINCY",MA,"021712431","025",42.244139149999995,-70.99205481650785,"6175216700","12-70","21-01",true,,,"01",,
,"1386695500","COGENT HEALTHCARE OF DECATUR, LLC","809 UNIVERSITY BLVD E","TUSCALOOSA",AL,"354012029",,33.204164,-87.52753681434177,"2057597111","12-70",,,,,,,
"940940","1437188786","REID HOSPITAL & HEALTH CARE SERVICES INC","1100 REID PARKWAY","RICHMOND",IN,"473741157",,39.864378099999996,-84.88470992978156,"7659833000","12-70",,,,"CE1747",,,
,"1689870560","INTERNAL MEDICINE AND INFECTIOUS DISEASES INC.","1010 S KING ST","HONOLULU",HI,"968141701",,21.3017051,-157.8485812,"8085978765","12-70",,,"C98590",,,,
,"1740264332","HEALTHCARE ASSOCIATES IN MEDICINE, P.C","1099 TARGEE ST","STATEN ISLAND",NY,"103063688",,40.601124,-74.091381,"7184483210","12-70",,,,,,,
,"1235202771","MIDMICHIGAN MEDICAL CENTER-ALPENA","1501 W CHISHOLM ST","ALPENA",MI,"497071401",,45.07736785,-83.44928637275821,"9893567390","12-70",,,,"0N97030",,,
,"1922184928","LRGHEALTHCARE","80 HIGHLAND ST","LACONIA",NH,"032463235",,43.52839765,-71.46278120703946,"6035243211","12-70",,,,,,,
,"1356429740","RIVERDALE INTERNAL MEDICINE & GERIATRIC SERVICES, PC","3533 RIVERDALE AVE","BRONX",NY,"104631803",,40.8861857,-73.907093075,"7184325500","12-70",,,"G69548",,,,
,"1013020726","MAIMONIDES MEDICAL CENTER MAIMONIDES INFECTIOUS DISEASES FPP","4802 10TH AVE","BROOKLYN",NY,"112192916",,40.6395376,-73.99883299885667,"7182838773","12-70",,,,,,,
,"1659493179","NORTHSIDE MEDICAL CARE LLP","66 NASSAU AVE","BROOKLYN",NY,"112223105",,40.7234561,-73.9514323,"7183834600","12-70",,,,"W34631",,,
,"1013085166","EXCLUSIVE FAMILY MEDICAL CARE PC","2431 86TH ST","BROOKLYN",NY,"112356897",,40.59864114285714,-73.98821542857142,"7182652424","12-70",,,,"WAA331",,,
,"1790765055","ROWANSOM DEPT OF FAMILY PRACTICE","42 EAST LAUREL ROAD","STRATFORD",NJ,"080841354",,39.8295816573762,-75.0081770521963,"8565667020","12-70",,,,"150255",,,
,"1134107477","COLORADO HEALTH CARE SPECIALISTS PC","935 NIAGARA ST","JOHNSTOWN",CO,"805342800",,40.3267407,-78.9219698,"3033220104","12-70",,,,"CD2508",,,
"220046","1295765261","BERKSHIRE MEDICAL CENTER INC - 1","725 NORTH STREET","PITTSFIELD",MA,"012014122","003",42.4600752,-73.2492795834909,"4134472000","12-70","01-01",true,,,"01",319,"22D0068014"
,"1205889490","MIDMICHIGAN MEDICAL CENTER - MIDLAND","4000 WELLNESS DR","WEST BRANCH",MI,"486619390",,44.276408,-84.238613,"8448321956","12-70",,,,"0E66005",,,
"501852","1891724506","COWLITZ FAMILY HEALTH CENTER","1057 12TH AVE","WOODLAND",WA,"986749265",,45.9109715,-122.740832,"3606363892","12-70",,,,,,,
"200024","1689653487","CENTRAL MAINE MEDICAL CENTER","300 MAIN ST","TOPSHAM",ME,"040866117",,43.9339424,-69.9654154,"2077955646","12-70",,,,"200024",,,
,"1184800757","STILL POINT MEDICAL CLINIC, INC.","1430 S. 21ST STREET","COLORADO SPRINGS",CO,"809044279",,38.83229807445746,-104.85930011830679,"7193850600","12-70",,,"F57300","D1918",,,
,"1447291950","FAMILY MEDICINE CARE, LLC","2510 COMMONS BLVD","CLAYTON",OH,"453159504",,39.8631101,-84.3605022,"9374278912","12-70",,,,"9315921",,,
,"1104900513","SKYLINE FAMILY PRACTICE PC","841 N SHENANDOAH AVE","FRONT ROYAL",VA,"226303501",,38.92877824489796,-78.19870644897959,"5406367000","12-70",,,,,,,
,"1669532578","SQUAXIN ISLAND TRIBE","90 SE KLAH CHE MIN DR","SHELTON",WA,"985849216",,47.2150945,-123.100706,"3604279006","12-70",,,,,,,
"340187","1154326379","DAVIE MEDICAL CENTER","329 NC HIGHWAY 801 N","MOCKSVILLE",NC,"270282038",,35.8940236,-80.5617846,"3369981300","12-70",,,,"34-0187",,,
"269783","1508053943","OMAHA FAMILY MEDICINE PC","17841 PIERCE PLZ","OMAHA",NE,"681301035",,41.24740868188538,-96.19382851721683,"4029917000","12-70",,,"E26745","099354",,,
,"1134265341","FAMILY MEDICINE","224 3RD AVE","GRINNELL",IA,"501121817",,41.7415718,-92.733809,"6412366740","12-70",,,,,,,
,"1700853199","ASSOCIATED INTERNISTS OF AHWATUKEE, P.C.","4530 E MUIRWOOD DR","SUN LAKES",AZ,"852487759",,33.2178895,-111.86717508488505,"4809612307","12-70",,,,"ZWDCFL",,,
,"1770668683","MIDMICHIGAN MEDICAL CENTER - MIDLAND","4000 WELLNESS DR","MIDLAND",MI,"486702000",,43.63933885,-84.26179986165643,"9898393000","12-70",,,,,,,
,"1134254154","MANASSAS FAMILY MEDICINE PLC","8691 STONEWALL RD","MANASSAS",VA,"20110",,38.7671462,-77.47933139161529,"7033681182","12-70",,,,,,,
,"1114010535","FAMILY MEDICINE ASSOCIATES, PLLC","3080 148TH AVE SE","BELLEVUE",WA,"980076420",,47.5816009,-122.1399765,"4253788190","12-70",,,,,,,
,"1326158536","QUEENS PROFESSIONAL MEDICAL CARE PC","11110 JAMAICA AVE","RICHMOND HILL",NY,"114182322",,40.700279,-73.829648,"5165994475","12-70",,,"G01008",,,,
,"1538293790","SOUTHPARK INTERNAL MEDICINE PC","9088 RIDGELINE BLVD","HIGHLANDS RANCH",CO,"801292380",,39.5497243,-104.9695655,"7202666900","12-70",,,,"CC4108",,,
,"1205913381","WHEAT RIDGE INTERNAL MEDICINE PC","7821 W 38TH AVE","WHEAT RIDGE",CO,"800336109",,39.769436308724835,-105.0826582818792,"3034222343","12-70",,,,"CF2908",,,
,"1235198482","TALL OAKS FAMILY PRACTICE","798 OAK RIDGE FARM RD.","MOORESVILLE",NC,"281157924",,35.5848596,-80.8100724,"7046580011","12-70",,,"S76844","9103",,,
,"1750355210","ALPINE FAMILY PRACTICE PC","1400 S POTOMAC ST","AURORA",CO,"800124514",,39.6910411,-104.8299731,"3037521157","12-70",,,,,,,
,"1831129865","VICTORY INTERNAL MEDICINE PC","2315 VICTORY BLVD","STATEN ISLAND",NY,"103126399",,40.6115335,-74.14094396324876,"7184776900","12-70",,,,"W35791",,,
,"1598952863","DIGESTIVE HEALTHCARE ASSOCIATES PC","310 E SHORE RD","GREAT NECK",NY,"110232432",,40.80031805,-73.71375005956065,"5164877677","12-70",,,"C08810","83F361",,,
,"1528271806","BROOKLYN FAMILY MEDICAL ASSOCIATES MD PC","8210 18TH AVE","BROOKLYN",NY,"112142901",,40.609320749999995,-74.00051204000533,"7183316600","12-70",,,,"W16521",,,
,"1932114600","KENAITZE INDIAN TRIBE","508 UPLAND STREET","KENAI",AK,"996118026",,60.552688,-151.263112,"9073357550","12-70",,,"MD2004","K0000WCHQM",,,
,"1487767364","LONE TREE FAMILY PRACTICE PROFESSIONAL LLC","10103 RIDGEGATE PKWY","LONE TREE",CO,"801245524",,39.528544364385006,-104.87323720703569,"3032250025","12-70",,,,"C521888",,,
,"1225106263","NORTH PACIFIC MEDICAL CENTER PC","104 CENTER AVE SUITE 100","KODIAK",AK,"996156393",,57.79,-152.4072222,"9074864183","12-70",,,"C97045","160797",,,
"428915","1871532721","WALTERBORO FAMILY PRACTICE ASSOCIATES, PA","107 CHURCH ST","WALTERBORO",SC,"294882901","029",32.9048104,-80.6587653,"8035491558","12-70","12-01",true,,"1462","04",,
,"1376671628","SOUTH DENVER INTERNAL MEDICINE AND PEDIATRICS PC","10103 RIDGEGATE PKWY","LONE TREE",CO,"801245309",,39.528544364385006,-104.87323720703569,"3037998890","12-70",,,,"C506878",,,
,"1447466073","MAYFAIR INTERNAL MEDICINE PC","6311 E 14TH AVE","DENVER",CO,"802202821",,39.73841796983401,-104.9148129999458,"3033336434","12-70",,,"F60732",,,,
,"1437170685","FAMILY HEALTH CARE OF SIOUXLAND PLC","4230 HAMILTON BLVD","SIOUX CITY",IA,"511064706",,42.543273,-96.4061516,"7122394300","12-70",,,,,,,
"141002","1093855736","FAMILY CHRISTIAN HEALTH CENTER","31 W 155TH ST","LYNWOOD",IL,"604117624",,41.5255648,-87.54056,"7085965177","12-70",,,,"577750",,,
,"1407886377","WESTSIDE FAMILY MEDICAL CENTER, PC","6565 W MAIN ST","KALAMAZOO",MI,"490096114",,42.294294699999995,-85.67847338884927,"2693750400","12-70",,,,"0C96050",,,
,"1720005424","TOWNCREST INTERNAL MEDICINE, LLP","2460 TOWNCREST DR","IOWA CITY",IA,"522406622",,41.648455408163265,-91.49956495918367,"3193387862","12-70",,,,"48932",,,
,"1356566657","AURORA INTERNAL MEDICINE CLINIC PC","13111 E BRIARWOOD AVE","CENTENNIAL",CO,"801124149",,39.59314945353791,-104.8356410409709,"3038106269","12-70",,,,"F3208",,,
"551075","1831287978","WESTSIDE FAMILY HEALTH CENTER","3861 SEPULVEDA BLVD","CULVER CITY",CA,"902304605",,34.011725057837715,-118.41637509486829,"3104504773","12-70",,,,,,,
,"1275591018","FAMILY PRACTICE PHYSICIANS INC","10301 GLACIER HWY","JUNEAU",AK,"998018565",,58.3724,-134.616049,"9077892910","12-70",,,,,,,
"231869","1255331583","MERCY FAMILY CARE CENTER","2201 S GETTY ST","MUSKEGON",MI,"494441207",,43.212082,-86.224633,"2317679806","12-70",,,,,,,
,"1972617298","BUCKS COUNTY FAMILY PRACTICE P C","106 CORPORATE DR E","LANGHORNE",PA,"190478005",,40.1745538,-74.9226665,"2155045253","12-70",,,,,,,
,"1104843119","SMITH CENTER FOR CARDIOVASCULAR WELLNESS, P.A.","45 CREEKVIEW CT","GREENVILLE",SC,"296154800",,34.849990649999995,-82.31882674384667,"8642347474","12-70",,,"C60084",,,,
,"1912953977","EVERGREEN MEDICAL CENTER PS","304 N LIESER RD","VANCOUVER",WA,"986642115",,45.62285750785803,-122.58567241973482,"3608968963","12-70",,,,,,,
"W6L951","1992801062","SCO FAMILY OF SERVICES","1 ALEXANDER PL","DIX HILLS",NY,"117466052",,40.8048207,-73.3362298,"6317591844","12-70",,,,,,,
,"1093742355","UPTOWN HEALTHCARE MANAGEMENT INC.","4470 BROADWAY","NEW YORK",NY,"100402669",,40.8571013,-73.9322178,"2125697144","12-70",,,,,,,
,"1013933167","OROHEALTH CORPORATION A NON PROFIT HEALTHCARE SYSTEM","2767 OLIVE HWY","YUBA CITY",CA,"959914020",,39.1404477,-121.6169108,"5305338500","12-70",,,,"ZZZ29610Z",,,
,"1548366867","NORTHWEST FAMILY PHYSICIANS PA","5502 W BROADWAY AVE","ROGERS",MN,"553749450",,45.1888596,-93.5524563,"7635046500","12-70",,,,,,,
,"1831233766","FAMILY MEDICAL GROUP OF TEXARKANA","2101 GALLERIA OAKS DR","WAKE VILLAGE",TX,"755015930",,33.4255291,-94.1121951,"9037919120","12-70",,,,,,,
"528517","1356499784","BURNETT MEDICAL CENTER INC","257 W SAINT GEORGE AVE","GRANTSBURG",WI,"548407827",,45.7747536,-92.68709495016819,"7154635317","12-70",,,,,,,
,"1053347880","HURLEY MEDICAL CENTER","1 HURLEY PLZ","FLINT",MI,"485073936",,43.0161693,-83.6900211,"8102629000","12-70",,,,,,,
,"1033154836","BOONE COUNTY FAMILY MEDICINE TR","1115 S MARSHALL ST","BOONE",IA,"500365304",,42.0440293,-93.8789774,"5154322335","12-70",,,,"I6641",,,
,"1669548087","ADVANCED INTERNAL MEDICINE GROUP PC","2200 NORTHERN BLVD","GREENVALE",NY,"115481226",,40.8059653,-73.63499520358455,"5163528100","12-70",,,"G90483","W87631",,,
,"1225049364","DENVER INTERNAL MEDICINE GROUP LLP","155 S MADISON ST","DENVER",CO,"802093013",,39.7135011,-104.94655005002366,"3033335456","12-70",,,,,,,
,"1326014333","FAMILY PRACTICE ASSOCIATES OF CATTARAUGUS","449 BROAD ST","SALAMANCA",NY,"147791455",,42.156943749999996,-78.7320855634579,"7169454770","12-70",,,,"AA1701",,,
,"1952318891","ALTOONA INTERNAL MEDICINE P.C.","1710 6TH AVE","HOLLIDAYSBURG",PA,"166489764",,40.430774,-78.3900826,"8149461818","12-70",,,"G81292",,,,
,"1881720514","INTERMOUNTAIN INTERNAL MEDICINE PC","3116 WILLETT DR","LARAMIE",WY,"820725048",,41.31338565228599,-105.55660219129201,"3077458899","12-70",,,,"4371501",,,
,"1477563344","PROVIDENCE HEALTH & SERVICES WASHINGTON","717 E REZANOF DR","KODIAK",AK,"996156416",,57.7917112458009,-152.39563347357986,"9074812400","12-70",,,,,,,
"210043","1124016696","BALTIMORE WASHINGTON MEDICAL CENTER INC.","301 HOSPITAL DR","GLEN BURNIE",MD,"210616902",,39.13770055,-76.62214871540868,"4107874000","12-70",,,,"CG7577",,,
,"1316079585","YAKIMA MEDICAL CLINIC INC PC","310 HOLTON AVE","YAKIMA",WA,"989023208",,46.59365824092709,-120.5238923143428,"5094522508","12-70",,,"E08911",,,,
,"1447357843","DUBOIS REGIONAL MEDICAL CENTER","100 HOSPITAL AVE","DU BOIS",PA,"158011461",,45.4523396,4.7475207,"8143712200","12-70",,,,"751437",,,
,"1134111834","WILLOW VALLEY MEDICAL CENTER PC","8700 HIGHWAY 95","MOHAVE VALLEY",AZ,"864408519",,35.0527235,-114.57165298708591,"7602172464","12-70",,,"A50917",,,,
,"1467653147","ACCESS2CARE FAMILY MEDICAL CENTER, INC.","4607 N 12TH ST","TEMPE",AZ,"852824242",,33.4255056,-111.9400091,"6026900510","12-70",,,,"Z28624",,,
,"1720126626","JAMHI HEALTH & WELLNESS, INC","3406 GLACIER HWY","JUNEAU",AK,"998017251",,58.33128777544893,-134.4717599547249,"9074633303","12-70",,,"151566",,,,
,"1083797070","CREEKWOOD INTERNAL MEDICINE PC","5400 N OAK TRFWAY","KANSAS CITY",MO,"641184689",,39.100105,-94.5781416,"8164536200","12-70",,,,,,,
,"1386738664","NORTHERN WESTCHESTER INTERNAL MEDICINE","1872 COMMERCE ST","YORKTOWN HEIGHTS",NY,"105984430",,41.2728858,-73.7806278,"9149623303","12-70",,,,"W37041",,,
,"1881839876","TOTAL CARE MEDICAL CENTER OF SOUTHEAST LOUISIANA, INC.","108 MEMORIAL DRIVE","PLAQUEMINE",LA,"707646597",,30.2840655,-91.2370772,"2254733990","12-70",,,,,,,
,"1730160011","SSM HEALTH CARE OF WISCONSIN INC","707 14TH ST","BARABOO",WI,"539131539",,43.4812026,-89.72884069824224,"6083561400","12-70",,,,"000000130",,,
,"1134308851","NORTHSIDE FAMILY MEDICINE PS","220 E ROWAN AVE","SPOKANE",WA,"992081122",,47.7076914,-117.4062482,"5094899700","12-70",,,,"AB32919",,,
"281808","1740491786","GOOD NEIGHBOR COMMUNITY HEALTH CENTER","4321 41ST AVE","COLUMBUS",NE,"686012131",,41.444945,-97.378452,"4025628952","12-70",,,,,,,
"183898","1326152109","FAMILY PRACTICE CLINIC OF BOONEVILLE","200 MULBERRY ST","BOONEVILLE",KY,"413147505",,37.47447321290217,-83.67507454884095,"6065936023","12-70",,,,"0673201",,,
,"1023161825","HEALTHY OUTLOOK FAMILY MEDICINE PC","1835 W MISSOURI AVE","PHOENIX",AZ,"850153046",,33.5166715,-112.0990756953854,"6022300777","12-70",,,,,,,
,"1184786865","HUNTERDON MEDICAL CENTER","61 FRONTAGE RD","HAMPTON",NJ,"088274001",,40.7070446,-74.9560032,"9087352594","12-70",,,,,,,
,"1427001015","FAMILY CARE NETWORK, PLLC","709 W ORCHARD DR","MOUNT VERNON",WA,"982739607",,48.4200462,-122.32642,"3603188800","12-70",,,,"GAB08954",,,
,"1467632091","ZUGEC MEDICAL CLINIC PS","525 S BERNARD ST","SPOKANE VALLEY",WA,"99216",,47.6571104,-117.2613936,"5096245121","12-70",,,"G82048","GAB33115",,,
,"1700056587","BONNEY LAKE MEDICAL CENTER","20631 HWY 410 E.","BONNEY LAKE",WA,"983914104",,47.1870191,-122.1702293,"2538912160","12-70",,,"G93639","AB33123",,,
"021816","1922071117","SUNSHINE COMMUNITY HEALTH CENTER","P O BOX 787","WILLOW",AK,"99688","170",61.7472222,-150.0375,"9077332273","12-70","21-01",true,,,"10",,
,"1609834357","INDIANA INTERNAL MEDICINE CONSULTANTS LLC","701 E COUNTY LINE RD","RUSHVILLE",IN,"461731116",,39.608756,-85.4469755,"3178852860","12-70",,,"O65940","065940",,,
,"1245287770","PRIMARY CARE GROUP, PC","858 E WELSH RD","PHILADEPHIA",PA,"191073002",,46.5919365,0.3343165462962991,"2152832838","12-70",,,,,,,
,"1255383378","RUSH UNIVERSITY MEDICAL CENTER","1725 W HARRISON ST","OAK PARK",IL,"603042808",,41.8878145,-87.7887615,"3129425871","12-70",,,,"307200",,,
,"1700089430","SOUTHPORT GRACE WELLNESS CENTER LTD.","1209 W. GRACE ST.","CHICAGO",IL,"606132805",,41.95095668692739,-87.65980899418852,"7735252225","12-70",,,,,,,
,"1053462325","NORTHWEST GEORGIA MEDICAL CLINIC, P.C.","15 RIVERBEND DR SW","ROME",GA,"301616065",,34.257038,-85.1646726,"7063785651","12-70",,,,,,,
,"1619942984","SOUTHWEST FAMILY MEDICINE PC","8340 SANGRE DE CRISTO RD","LITTLETON",CO,"801274249",,39.613321,-105.016649,"3039322111","12-70",,,,,,,
,"1003961145","FAMILY SERVICE INC","2210 S BROWN PL","SIOUX FALLS",SD,"571056582",,43.5090752,-96.7536105,"6053361974","12-70",,,,,,,
,"1841314911","WILLAPA FAMILY MEDICINE PS","810 ALDER ST","SOUTH BEND",WA,"985864900",,46.6637962,-123.8131114,"3608754502","12-70",,,,,,,
,"1376585935","CONNECTICUT HEALTH CARE GROUP LLC","300 HEBRON AVE","GLASTONBURY",CT,"060332176",,41.7129668,-72.6016563,"8606570764","12-70",,,"E54785",,,,
,"1790840890","DESERT VIEW FAMILY MEDICINE PLLC","2730 S VAL VISTA DR","GILBERT",AZ,"852951684",,33.2997487,-111.757159,"4803240300","12-70",,,,"Z63819",,,
,"1518954437","PALEKAR FAMILY MEDICAL SERVICES PC","84 CALVERT ST","WHITE PLAINS",NY,"106014607",,41.0339862,-73.7629097,"9148350073","12-70",,,"G20942","W7Z511",,,
,"1598968729","HASTINGS INTERNAL MEDICINE PLC","1005 W GREEN ST","HASTINGS",MI,"490589676",,42.64436481462723,-85.30192162183226,"2699480078","12-70",,,"G36931","0N84810",,,
,"1598872186","PARADISE VALLEY FAMILY MEDICINE, PC","11209 N TATUM BLVD","PHOENIX",AZ,"850286016",,33.5883218,-111.97671124753396,"6024945155","12-70",,,,,,,
,"1497713796","DESERT SAGE INTERNAL MEDICINE LTD","1834 E INNOVATION PARK DR","ORO VALLEY",AZ,"857551963",,32.431408950000005,-110.9446054925948,"5208259656","12-70",,,,"Z63416",,,
,"1386665461","FAMILY & SPECIALTY MEDICAL CENTER PC","515 N MAIN ST","CARROLL",IA,"514012739",,42.0648981,-94.8678339,"7127924000","12-70",,,,"71934",,,
,"1740258375","GUTHRIE FAMILY MEDICINE CENTER PLC","502 MAIN","GUTHRIE CENTER",IA,"501151425",,41.678097,-94.50293045454545,"6413322365","12-70",,,"A01756",,,,
,"1407897895","THURSTON MEDICAL CLINIC","147 S 52ND PLACE","SPRINGFIELD",OR,"974786210",,44.045480039231,-122.93937207843076,"5413931601","12-70",,,"38D0627525",,,,
,"1689755662","JEWISH BOARD OF FAMILY & CHILDRENS SERVICES INC","135 WEST 50TH STREET","STATEN ISLAND",NY,"103143604",,40.5834557,-74.1496048,"9147737358","12-70",,,,"01186B",,,
,"1104039114","INTERNAL MEDICINE OF ARIZONA PC","3333 E CAMELBACK RD","PHOENIX",AZ,"850182323",,33.5095387,-112.00894473831022,"6025221900","12-70",,,"H34783","Z65092",,,
,"1255411658","ELITE INTERNAL MEDICINE PC","34580 DEQUINDRE RD","STERLING HEIGHTS",MI,"483105277",,42.54637730434783,-83.08778226086957,"5869779066","12-70",,,,,,,
,"1871547026","INTERNAL MEDICINE CONSULTANTS LLC","3941 HOUMA BLVD STE 2B","RIVER RIDGE",LA,"701233671",,31.7137668,-87.3130436,"5044569199","12-70",,,,,,,
,"1639381254","GRAYSFERRY MEDICAL CENTER","2501 REED ST","PHILADELPHIA",PA,"191071531",,39.935362,-75.186162,"2154687220","12-70",,,,,,,
,"1689750192","INTERNAL MEDICINE CLINIC OF HOUMA","911 VERRET ST","HOUMA",LA,"703604637",,29.594594838396105,-90.71553453857179,"9858767388","12-70",,,,,,,
,"1699945675","FAMILY HEALTH CENTER OF EAST VALLEY PLLC","6952 E BROADWAY RD","MESA",AZ,"852081974",,33.40824535,-111.68093370042044,"4803250905","12-70",,,,,,,
,"1922043876","FAMILY AND COMMUNITY SOLUTIONS INC","77B WARREN ST","BRIGHTON",MA,"021353601",,42.348002699999995,-71.14205064012461,"6177871901","12-70",,,,,,,
,"1932120292","ARMBRISTER FAMILY MEDICAL SERVICES, PC","1014 S 5TH ST","ALLENTOWN",PA,"18103",,40.59152934931824,-75.46280736908577,"6104330680","12-70",,,,,,,
,"1174658306","MED CENTER MEDICAL CLINIC","6651 MADISON AVE","CARMICHAEL",CA,"956080645",,38.62709845,-121.32224222755409,"9169651111","12-70",,,,,,,
,"1871524587","ASSOCIATES IN FAMILY MEDICINE, L.L.C.","1207 S QUEEN ST","YORK",PA,"174033922",,39.948689,-76.712239,"7178468869","12-70",,,,,,,
,"1720057474","IVYLAND MEDICAL CENTER","1035 W BRISTOL RD","WARMINSTER",PA,"189741009",,40.227468,-75.093262,"2154429929","12-70",,,"X77395","060714",,,
,"1306925003","CMS MEDICAL CARE CORPORATION","211 N 12TH ST","PALMERTON",PA,"180711947",,40.8014826,-75.6101868,"6103777008","12-70",,,,,,,
,"1073698460","PLAINS MEDICAL CLINIC, LLC","3290 20TH ST S","FARGO",ND,"581045917",,46.8338235245295,-96.8128142452647,"7014994800","12-70",,,,,,,
,"1649394800","WHITE RIVER FAMILY CARE LLC","305 N.RIVER AVE.","BUCKLEY",WA,"983218978",,47.165704489795914,-122.02605395918368,"3608290625","12-70",,,,"GAB33939",,,
,"1851506836","VALLEY MEDICAL CARE PC","1801 SALMON CREEK LANE","JUNEAU",AK,"998017864",,58.331017,-134.465776,"9075862434","12-70",,,,,,,
,"1124060637","LEDER INTERNAL MEDICINE ASSOCIATES PC","1325 S COLORADO BLVD","DENVER",CO,"802223303",,39.6924602,-104.94121050201889,"3037592985","12-70",,,,"C11204",,,
,"1467465492","FOCUS INTERNAL MEDICINE SC","460 BRIARGATE DR","SOUTH ELGIN",IL,"60177",,41.98021781115116,-88.34370004919894,"8476979100","12-70",,,,,,,
,"1356450589","TROY INTERNAL MEDICINE, PC","4600 INVESTMENT DR","TROY",MI,"480986368",,42.5892052,-83.1710597,"2482675000","12-70",,,,,,,
,"1811943145","GRANDVIEW HEALTH CARE CLINIC LLC","900 MAIN ST","RAYMORE",MO,"640839372",,38.810131,-94.4676501,"8167658900","12-70",,,,"P110000",,,
"261854","1265428791","OZARK TRI-COUNTY HEALTH CARE CONSORTIUM","927 S 71 BUSINESS HWY","WHEATON",MO,"648747701",,36.7628453,-94.0560413,"4178458300","12-70",,,,,,,
,"1720039563","GARNET HEALTH MEDICAL CENTER - CATSKILLS","68 HARRIS BUSHVILLE RD","WURTSBORO",NY,"12790",,41.5767603,-74.4871031,"8457943300","12-70",,,,"W86651",,,
"010062","1992755292","GENEVA COUNTY HEALTHCARE AUTHORITY INC","1200 W MAPLE AVE","SAMSON",AL,"364771229",,31.1108931,-86.0476302,"3346843655","12-70",,,,,,,
,"1306837976","PRIMARY CARE INTERNISTS OF MONTGOMERY, P.C.","1722 PINE ST","MONTGOMERY",AL,"361061178",,32.36646334693877,-86.28612983673469,"3342620342","12-70",,,,,,,
