SNOMED,ICD
235823004,K5989
235824005,K5989
235825006,K5989
235826007,K5989
235827003,K5989
235829000,K5989
249637000,K5989
249649004,K5989
300316009,K5989
366249002,K5989
737192005,K5989
737198009,K5989
1156770004,K5989
1197672004,K5989
1197738002,K5989
81120009,K599
235594008,K599
722834005,K599
1197715000,K599
197151007,K600
197152000,K601
197150008,K602
235793000,K603
261409005,K603
261827001,K603
360428006,K603
427151002,K603
786878009,K603
58103005,K604
71449000,K604
80736008,K604
197155003,K605
235794006,K605
6066007,K610
66186006,K610
75236001,K610
111362001,K610
307424002,K610
307425001,K610
721745002,K610
733165000,K610
1082661000119100,K610
984000,K611
197166005,K611
35246005,K612
41152008,K612
84681008,K612
197162007,K612
197164008,K612
36046008,K6139
56623003,K6139
82127005,K614
235795007,K614
91669008,K615
197163002,K615
39772007,K620
721708008,K620
724390007,K620
195470008,K621
713197008,K621
20528005,K623
26316005,K623
27673007,K623
43411001,K623
71663002,K623
111363006,K623
197213004,K623
59547000,K624
68627009,K624
197216007,K624
250037002,K624
276465001,K625
282074002,K625
46495001,K626
54609002,K626
91105001,K626
235767007,K626
240364003,K626
249603008,K626
399924003,K626
442405009,K626
716685003,K626
721690003,K626
1197693001,K626
235760009,K627
235761008,K627
235762001,K627
235763006,K627
431874002,K627
240545008,K6282
255143004,K6282
302812006,K6282
399563001,K6282
401312001,K6282
401313006,K6282
721587003,K6282
981008,K6289
3951002,K6289
30464003,K6289
31595004,K6289
35074008,K6289
35217003,K6289
46672003,K6289
60887008,K6289
76304001,K6289
77713007,K6289
85316008,K6289
95516005,K6289
197210001,K6289
197233000,K6289
225595004,K6289
235743004,K6289
238970000,K6289
249599008,K6289
249600006,K6289
249629008,K6289
249630003,K6289
249631004,K6289
249642008,K6289
249646006,K6289
249647002,K6289
249653002,K6289
249654008,K6289
249655009,K6289
271843009,K6289
275314000,K6289
276463008,K6289
300317000,K6289
301779004,K6289
308875009,K6289
308876005,K6289
308878006,K6289
313256001,K6289
313327004,K6289
366250002,K6289
366251003,K6289
366252005,K6289
371568002,K6289
707135008,K6289
721707003,K6289
897307002,K6289
1197734000,K6289
243161000119102,K6289
5964004,K629
32110003,K629
397174009,K629
426867001,K629
722880007,K629
737201004,K629
24557004,K630
73962000,K630
197177004,K630
721683008,K630
262848001,K631
262856003,K631
262880004,K631
303078007,K631
16899621000119100,K631
29927001,K632
38851006,K632
91448003,K632
197248006,K632
197250003,K632
197262004,K632
235734008,K632
235735009,K632
235736005,K632
235737001,K632
235739003,K632
235777009,K632
235778004,K632
235779007,K632
235781009,K632
301829006,K632
16101002,K633
46040000,K633
55957000,K633
85942002,K633
235710003,K633
235713001,K633
235766003,K633
361141006,K633
361142004,K633
415767003,K633
722848005,K633
722849002,K633
1187194006,K633
1197716004,K633
73004004,K634
76641005,K634
90535007,K634
9273005,K635
21877004,K635
68496003,K635
89452002,K635
254588001,K635
313325007,K635
399505005,K635
711368009,K635
712728006,K635
712730008,K635
721693001,K635
763536006,K635
1149069001,K635
1156799009,K635
454521000124101,K635
109558001,K6381
6241000,K6389
11256005,K6389
11683003,K6389
17465007,K6389
23916006,K6389
39326005,K6389
40616000,K6389
61738006,K6389
67015007,K6389
76341000,K6389
110994007,K6389
235715008,K6389
235765004,K6389
254595005,K6389
254597002,K6389
254598007,K6389
262852001,K6389
275403002,K6389
275405009,K6389
282054009,K6389
297164007,K6389
370472005,K6389
442316003,K6389
442483004,K6389
443775000,K6389
443776004,K6389
443777008,K6389
716665002,K6389
716766007,K6389
721656007,K6389
721667008,K6389
721668003,K6389
721675002,K6389
721692006,K6389
723496007,K6389
737199001,K6389
1149492007,K6389
117631000119103,K6389
540981000124107,K6389
27798002,K639
40857009,K639
85919009,K639
119522002,K639
119523007,K639
128524007,K639
128525008,K639
300439004,K639
304370001,K639
309615009,K639
312895004,K639
717946000,K639
722035007,K639
67401000119103,K639
721703004,K640
15970261000119100,K640
80426004,K641
276392006,K641
721704005,K641
15970301000119100,K641
75884004,K642
276393001,K642
721705006,K642
15970021000119100,K642
23202007,K643
52931009,K643
75955007,K643
276394007,K643
721706007,K643
15969021000119100,K643
15969701000119100,K643
15970341000119100,K643
5201002,K644
20570000,K644
26421009,K644
31704005,K644
38059007,K644
38996000,K644
51551000,K644
55168004,K644
80829003,K644
83256006,K644
88580009,K644
95546008,K644
195469007,K644
249633001,K644
26373009,K645
449815008,K645
23913003,K648
38214006,K648
46276006,K648
46516001,K648
82985000,K648
90458007,K648
235855004,K648
249658006,K648
33041000119105,K648
14250001000004100,K648
70153002,K649
8733006,K650
29026008,K650
31860008,K650
67602004,K650
235983003,K650
1163088008,K650
18089006,K651
32141002,K651
33781009,K651
47493003,K651
54138003,K651
63064000,K651
72249004,K651
75100008,K651
79560005,K651
197176008,K651
197178009,K651
235994004,K651
235995003,K651
235996002,K651
278486006,K651
785834005,K651
785835006,K651
1217049005,K651
17951000119105,K651
11836002,K652
86422009,K654
236009007,K654
262886005,K654
1092381000119100,K654
13771001,K658
25552000,K658
39642007,K658
43633008,K658
45365002,K658
111368002,K658
123598000,K658
197185008,K658
235986006,K658
235987002,K658
236008004,K658
236550005,K658
442768008,K658
702691009,K658
782865007,K658
782866008,K658
20926000,K660
29886007,K660
30689000,K660
70190001,K660
81445002,K660
89499009,K660
197191005,K660
197192003,K660
197193008,K660
197194002,K660
197195001,K660
197196000,K660
197198004,K660
197199007,K660
197200005,K660
307198001,K660
724459009,K660
197824007,K661
236000006,K661
54620002,K668
75965001,K668
86595004,K668
95552009,K668
109818006,K668
129586002,K668
236001005,K668
236012005,K668
236013000,K668
236014006,K668
298016002,K668
299683005,K668
299684004,K668
370488005,K668
446251006,K668
1141790002,K668
1163001000,K668
66579008,K669
32362007,K6811
12243301000119100,K6811
1090321000119100,K6811
203027001,K6812
235997006,K6812
266463007,K6812
122449004,K689
128071005,K689
236011003,K689
734045002,K689
44047000,K700
50325005,K700
9953008,K7010
235875008,K7010
307757001,K7010
713181003,K7010
713370005,K7010
236004002,K7011
1082611000119100,K7011
1085021000119100,K7011
235880004,K702
235901004,K702
721710005,K702
420054005,K7030
425413006,K7030
897005004,K7030
1082601000119100,K7031
235881000,K7040
1082621000119100,K7041
41309000,K709
1197698005,K709
405542005,K7110
4896000,K712
16069000,K712
197284004,K7151
1092801000119100,K7151
197352008,K716
123604002,K717
1197694007,K719
40912001,K7200
111369005,K7200
197268000,K7200
197270009,K7200
197274000,K7200
235885009,K7200
707167006,K7200
774207004,K7200
1187643003,K7200
1208726006,K7200
1082511000119100,K7201
1092691000119100,K7201
708248004,K7210
863957008,K7210
1085091000119100,K7211
11350001,K7290
13923006,K7290
26485002,K7290
53104002,K7290
59927004,K7290
61250001,K7290
87248009,K7290
235884008,K7290
1172732001,K7290
57339008,K731
370889009,K738
76783007,K739
62484002,K7400
123607009,K7400
197316009,K7400
240792005,K7400
737202006,K7400
10690671000119100,K7402
235899008,K742
31712002,K743
35571009,K743
76301009,K743
123606000,K743
444133002,K743
713654004,K743
715401008,K743
1761006,K744
12368000,K744
48124008,K745
5946006,K7460
19943007,K7460
123716002,K7460
123717006,K7460
128072003,K7460
197441003,K7460
235897005,K7460
266468003,K7460
710067001,K7460
716203000,K7460
725416005,K7460
725938001,K7460
725939009,K7460
725940006,K7460
735733008,K7460
536002,K7469
4637005,K7469
6183001,K7469
15999000,K7469
21861000,K7469
27156006,K7469
34742003,K7469
43904005,K7469
45256007,K7469
74669004,K7469
78208005,K7469
86454000,K7469
109819003,K7469
123605001,K7469
197291001,K7469
197293003,K7469
197294009,K7469
197296006,K7469
197299004,K7469
197301006,K7469
197303009,K7469
197305002,K7469
197310003,K7469
197354009,K7469
235895002,K7469
266469006,K7469
266470007,K7469
266471006,K7469
271440004,K7469
371139006,K7469
419728003,K7469
699189004,K7469
27916005,K750
48036004,K750
197324004,K750
197326002,K750
197327006,K750
197328001,K750
197329009,K750
197330004,K750
444918006,K750
866110001,K750
866119000,K750
17920008,K751
24805007,K751
67656006,K751
77910001,K751
85514005,K751
235858002,K752
240790002,K753
240791003,K753
723108006,K753
19682006,K754
721711009,K754
721712002,K754
721713007,K754
1197704005,K754
16098491000119100,K754
442191002,K7581
442685003,K7581
17349007,K7589
72445008,K7589
197271008,K7589
235877000,K7589
717329009,K7589
53476006,K759
276553003,K759
103931000119102,K759
197315008,K760
197321007,K760
270881008,K760
713529007,K760
722866000,K760
1197739005,K760
34736002,K761
197269008,K762
197364000,K762
17890003,K763
58008004,K764
65617004,K765
724361001,K765
445237003,K766
697902002,K766
713542007,K766
722867009,K766
1197664001,K766
42927005,K767
251047005,K7681
371067004,K7681
13920009,K7682
72836002,K7682
449901005,K7682
449902003,K7682
16763008,K7689
26975007,K7689
28698006,K7689
50701000,K7689
55294001,K7689
65860006,K7689
71215005,K7689
73426008,K7689
75183008,K7689
76281005,K7689
93426003,K7689
95557003,K7689
109820009,K7689
111371005,K7689
124080002,K7689
129617008,K7689
190971000,K7689
235878005,K7689
262798009,K7689
276552008,K7689
276554009,K7689
278527001,K7689
300325003,K7689
366253000,K7689
371090009,K7689
396460000,K7689
405559000,K7689
428187007,K7689
447058001,K7689
702399004,K7689
713698004,K7689
715140008,K7689
719454003,K7689
721715000,K7689
737205008,K7689
771441005,K7689
1197720000,K7689
75689006,K769
79720007,K769
191150003,K769
235856003,K769
243978007,K769
300331000,K769
300338006,K769
302285008,K769
328383001,K769
402837000,K769
710065009,K769
710066005,K769
1153361007,K769
29484002,K8000
197377009,K8000
50450007,K8001
59771005,K8001
197378004,K8001
736147006,K8001
25345001,K8010
25924004,K8010
70342003,K8010
95559000,K8010
314949006,K8010
1084971000119100,K8011
396335001,K8012
711564007,K8019
55479002,K8020
235919008,K8020
266474003,K8020
715577009,K8020
722869007,K8020
735467004,K8020
830074003,K8020
830075002,K8020
75726005,K8021
431931000124108,K8021
197402000,K8030
248443002,K8030
370489002,K8030
1197729004,K8030
1084831000119100,K8033
1084841000119100,K8033
1084891000119100,K8033
1084901000119100,K8035
1084911000119100,K8035
36483003,K8040
65082000,K8040
19335008,K8042
49341008,K8042
60127009,K8042
68394001,K8042
72053008,K8042
40331000119107,K8042
4661003,K8043
81115009,K8043
89251007,K8043
197389006,K8043
197391003,K8043
71745007,K8044
74091007,K8044
1356007,K8045
12932003,K8045
15082003,K8045
91316003,K8045
27697003,K8050
30093007,K8050
38654001,K8050
68601009,K8050
235923000,K8050
297288000,K8050
413197000,K8050
718309005,K8050
735734002,K8050
1162565008,K8050
6087002,K8051
7290007,K8051
15402006,K8051
37389005,K8051
40515007,K8051
59049008,K8051
62809003,K8051
235974008,K8051
307132003,K8051
413258004,K8051
473281000,K8051
1162777000,K8051
125661000119107,K8051
435121000124109,K8062
435131000124107,K8062
68368005,K8064
1084931000119100,K8064
699050007,K8066
38871000119104,K8066
435161000124103,K8066
312110005,K8070
77528005,K8081
19968009,K810
32038009,K810
32067005,K810
34346002,K810
48413001,K810
65275009,K810
72533002,K810
73125001,K810
78754002,K810
84233008,K810
89628003,K810
95558008,K810
111372003,K810
197410004,K810
405590003,K810
20824003,K811
46341007,K811
53928001,K811
64534006,K819
76581006,K819
448286002,K819
8262006,K820
17970006,K820
38712009,K820
43030007,K820
197416005,K820
197418006,K820
197446008,K820
235921003,K820
19286001,K821
47312008,K821
54366004,K821
22788004,K822
37439003,K822
56512009,K822
197422001,K822
235926008,K822
721717008,K822
7780000,K823
16957005,K823
20306009,K823
39170005,K823
79615003,K823
197426003,K823
235671002,K823
235672009,K823
307295007,K823
1197713007,K823
61565001,K824
134402008,K824
197433003,K824
1698001,K828
9484001,K828
13516000,K828
22149007,K828
22711000,K828
26874005,K828
33243000,K828
47932002,K828
51854002,K828
59612001,K828
62188005,K828
64664008,K828
65018008,K828
67968004,K828
74434009,K828
76875008,K828
77972001,K828
78793006,K828
78900008,K828
80527006,K828
86507001,K828
87551003,K828
95560005,K828
110995008,K828
197432008,K828
235924006,K828
235927004,K828
235928009,K828
235929001,K828
235930006,K828
287326003,K828
289999003,K828
300343004,K828
300344005,K828
300345006,K828
300346007,K828
367467003,K828
446615009,K828
721721001,K828
721723003,K828
138561000119104,K828
39621005,K829
102628000,K829
300347003,K829
300356006,K829
6215006,K8309
9843006,K8309
10184002,K8309
17266006,K8309
18028001,K8309
26918003,K8309
65001009,K8309
69850007,K8309
71801004,K8309
71912000,K8309
82403002,K8309
111373008,K8309
197438007,K8309
197439004,K8309
197442005,K8309
235890007,K8309
408335007,K8309
449805002,K8309
722870008,K8309
724278007,K8309
771446000,K8309
897004000,K8309
1197696009,K8309
1197697000,K8309
1197700001,K8309
1230291009,K8309
4283007,K831
7538002,K831
20719006,K831
28724005,K831
30144000,K831
31155007,K831
53192009,K831
235918000,K831
359793002,K831
359797001,K831
427380004,K831
433237003,K831
717155003,K831
720636001,K831
762278005,K831
1148929009,K831
1148930004,K831
1155913007,K831
1186854003,K831
1186865008,K831
53206008,K833
66367009,K833
67600007,K833
304371002,K833
446673009,K833
1197712002,K833
28132005,K834
430887001,K834
85057007,K835
235925007,K835
441285006,K835
1204348005,K835
1082431000119100,K835
20239009,K838
27123005,K838
44287001,K838
59192001,K838
66556007,K838
90549003,K838
123608004,K838
235976005,K838
307133008,K838
308862009,K838
308863004,K838
308864005,K838
370490006,K838
396461001,K838
399691000,K838
413237005,K838
721722008,K838
722882004,K838
726613003,K838
838305005,K838
846685008,K838
1145027009,K838
1204371007,K838
589157321000132000,K838
105997008,K839
118926004,K839
68072000,K8500
235943006,K8500
235949005,K8500
235941008,K8510
96081000119101,K8510
235942001,K8520
235944000,K8520
235945004,K8580
235946003,K8580
448542008,K8580
721724009,K8580
722872000,K8580
1197701002,K8580
1197740007,K8580
303002,K8590
4399003,K8590
23587002,K8590
59154002,K8590
75694006,K8590
95562002,K8590
111374002,K8590
197456007,K8590
197458008,K8590
233005009,K8590
233870001,K8590
235957008,K8590
413566007,K8590
863977001,K8590
863978006,K8590
1197669006,K8590
1835003,K8591
7881005,K8591
15528006,K8591
46626002,K8591
238890008,K8591
24407009,K8592
69643006,K8592
197460005,K8592
235960001,K8592
235952002,K860
235955000,K860
445507008,K860
767291004,K860
154211000119108,K860
25942009,K861
44636008,K861
59329007,K861
74973004,K861
95563007,K861
234689009,K861
235494005,K861
235951009,K861
235953007,K861
235954001,K861
235956004,K861
301009006,K861
722871007,K861
724540009,K861
838375006,K861
1197670007,K861
235962009,K862
31258000,K863
197464001,K863
405563007,K863
37992001,K8681
2307008,K8689
3549009,K8689
3571004,K8689
19742005,K8689
25803005,K8689
38079004,K8689
47367009,K8689
51002006,K8689
53067009,K8689
53616007,K8689
54119007,K8689
61221008,K8689
78960005,K8689
81685000,K8689
88281007,K8689
95564001,K8689
235958003,K8689
235959006,K8689
235971000,K8689
235972007,K8689
236002003,K8689
236007009,K8689
262826007,K8689
308865006,K8689
308866007,K8689
308867003,K8689
308868008,K8689
361066007,K8689
413184002,K8689
446915006,K8689
609201007,K8689
722207000,K8689
722544004,K8689
722873005,K8689
722883009,K8689
766944008,K8689
773200006,K8689
21321000119104,K8689
1822007,K869
3855007,K869
235969000,K869
403416005,K869
6659005,K900
61712006,K900
61715008,K900
81704009,K900
82895008,K900
91867008,K900
275404008,K900
359653006,K900
396330006,K900
396331005,K900
441831003,K900
722386009,K900
770593004,K900
1148861009,K900
1196966007,K900
1197676001,K900
1197691004,K900
1197730009,K900
47384003,K901
87806008,K901
60164003,K902
54576000,K903
235733002,K903
442728009,K9041
1865008,K9049
22542007,K9049
53340006,K9049
197476001,K9049
197490003,K9049
197491004,K9049
197493001,K9049
197494007,K9049
235719002,K9049
235720008,K9049
251387006,K9049
251401005,K9049
302921006,K9049
303062005,K9049
328313007,K9049
366260006,K9049
700094005,K9049
700095006,K9049
738069006,K9049
782338006,K9049
1172380000,K9049
81781000119107,K9049
230194002,K9081
235725003,K9081
721760004,K9081
77147000,K9089
197495008,K9089
722392003,K9089
27868004,K909
32230006,K909
36355001,K909
78625002,K909
191149003,K909
191297009,K909
235722000,K909
235727006,K909
363067009,K909
782197009,K909
11767005,K910
71419002,K910
197130009,K910
197132001,K910
288199005,K910
9785001,K911
69980003,K911
197127002,K911
235666009,K911
235667000,K911
235683000,K911
235684006,K911
236078003,K911
237639008,K911
13365009,K912
54883000,K912
66187002,K912
197484002,K912
235724004,K912
235731000,K912
235732007,K912
880001008,K912
20813000,K9130
75419006,K9130
80193009,K9130
235669002,K9130
235821002,K9130
235822009,K9130
235833007,K9130
236107006,K9130
236109009,K9130
1197723003,K9130
1197725005,K9130
53156005,K915
90782003,K915
129587006,K915
266480006,K915
413266008,K9181
712977006,K9181
715212005,K9181
1162578008,K9181
1148573000,K9182
22508003,K9183
31005002,K9183
36225005,K9183
51292008,K9183
213231008,K9183
269301005,K9183
236092009,K91840
236093004,K91840
236096007,K91840
308896002,K91840
314483007,K91840
314484001,K91840
714278008,K91840
35101000119106,K91840
709424004,K91841
426508001,K91850
1217704000,K91850
35151000119105,K91850
471891000124101,K91850
671131000124105,K91850
755004,K9189
7475005,K9189
12238007,K9189
36746002,K9189
55525008,K9189
62643005,K9189
66929000,K9189
197453004,K9189
213227002,K9189
235606006,K9189
235636002,K9189
235676007,K9189
235680002,K9189
235932003,K9189
235938004,K9189
235940009,K9189
235948002,K9189
235982008,K9189
236086003,K9189
236088002,K9189
236089005,K9189
236090001,K9189
236098008,K9189
236101007,K9189
236102000,K9189
236103005,K9189
236104004,K9189
236105003,K9189
236106002,K9189
236108001,K9189
236111000,K9189
254600001,K9189
277537008,K9189
302971009,K9189
307000000,K9189
307227006,K9189
307228001,K9189
308888007,K9189
314601002,K9189
314602009,K9189
314944001,K9189
314945000,K9189
363132006,K9189
402858006,K9189
413267004,K9189
427883005,K9189
429274001,K9189
431043000,K9189
438495005,K9189
439013004,K9189
446431009,K9189
447325001,K9189
710297000,K9189
720578000,K9189
722092008,K9189
870428003,K9189
870625007,K9189
871619002,K9189
1052354004,K9189
1162567000,K9189
10351000132101,K9189
12203031000119100,K9189
550376571000132000,K9189
449211000124105,K921
449341000124102,K921
25349007,K922
68162000,K922
83628005,K922
236095006,K922
236097003,K922
307296008,K922
1087081000119100,K922
95518006,K9281
14511000119108,K9281
5033003,K9289
6913006,K9289
26185009,K9289
59762001,K9289
70900007,K9289
79870002,K9289
88940006,K9289
88950007,K9289
95519003,K9289
128068002,K9289
312129004,K9289
413208006,K9289
735425008,K9289
735426009,K9289
735427000,K9289
735499005,K9289
788951001,K9289
128284006,K929
201726005,K929
276226001,K929
713691005,K929
236129005,K9401
1085451000119100,K9401
1085461000119100,K9402
15836005,K9403
197238009,K9403
236119003,K9403
301799005,K9403
10491000119106,K9403
1085471000119100,K9403
235790002,K9409
235797004,K9409
236048007,K9409
236049004,K9409
236117001,K9409
236120009,K9409
297177003,K9409
297189001,K9409
307235009,K9409
307410001,K9409
402280002,K9409
409706006,K9409
712646007,K9409
1162504009,K9409
1085441000119100,K9409
1086751000119100,K9409
1086761000119100,K9411
409662001,K9412
19640007,K9413
236116005,K9413
446334002,K9413
1086771000119100,K9413
16468941000119100,K9413
51290000,K9419
197247001,K9419
236050004,K9419
236121008,K9419
236131001,K9419
236135005,K9419
274213002,K9419
297190005,K9419
307234008,K9419
307236005,K9419
307411002,K9419
402279000,K9419
1172728007,K9419
14280001000004100,K9419
1086961000119100,K9421
423843003,K9422
432511006,K9422
442858008,K9422
309773000,K9423
426032000,K9423
1162760000,K9423
1197703004,K9423
147881000119108,K9423
235670001,K9429
443181001,K9429
1162771004,K9429
5221000119100,K9429
72701000119102,K9429
1086811000119100,K9431
1086821000119100,K9432
1086831000119100,K9433
1086841000119100,K9433
328691000119101,K9501
328701000119101,K9501
328711000119103,K9501
413234003,K9509
1162579000,K9589
200946001,L00
402967005,L00
48277006,L0100
194203003,L0100
231801008,L0100
231802001,L0100
238374001,L0100
238375000,L0100
359749002,L0100
359751003,L0100
238376004,L0101
53396004,L0102
53651004,L0102
788935009,L0102
200706004,L0103
277475006,L0103
399183005,L0103
403840005,L0103
721196005,L0103
838295002,L0103
200704001,L0109
123700004,L011
238377008,L011
402201001,L011
72899006,L0201
109243005,L0201
109244004,L0201
200751004,L0201
212438008,L0201
441767000,L0201
52681002,L0202
89274006,L0203
200582002,L0203
6284004,L0211
47763005,L0212
14610001000004100,L0212
85782003,L0213
80437003,L02211
301802001,L02211
18070001000004100,L02211
32170001000004100,L02211
19284003,L02212
309083007,L02212
11980001000004100,L02212
76035004,L02213
297139009,L02213
35708002,L02215
49298003,L02219
17379000,L02221
200608005,L02222
21869003,L02224
29199007,L02226
91221002,L02226
67272008,L02229
48934003,L02231
72168007,L02232
200586004,L02232
76431004,L02234
14268002,L02236
29989001,L02236
239095007,L02236
53770004,L02239
12430003,L0232
76225004,L0233
10631951000119100,L02411
892417201000119000,L02411
13802001,L02412
10631911000119100,L02412
133510681000119000,L02412
10632751000119100,L02413
10631591000119100,L02413
10632871000119100,L02413
36281004,L02414
58964002,L02414
10631391000119100,L02414
10631431000119100,L02414
10632911000119100,L02414
10631471000119100,L02415
10631511000119100,L02415
10631551000119100,L02415
10632631000119100,L02415
736004,L02416
3507004,L02416
26883000,L02416
58196009,L02416
10631271000119100,L02416
10631311000119100,L02416
10631351000119100,L02416
10632591000119100,L02416
17354003,L02419
22475001,L02419
55399009,L02419
78620007,L02419
200755008,L02419
313352002,L02419
315596001,L02419
315597005,L02419
609375004,L02419
10910001000004100,L02419
8520001000004100,L02419
10627391000119100,L02421
10627791000119100,L02421
60198007,L02422
10627351000119100,L02422
10627751000119100,L02422
10627311000119100,L02423
36254004,L02424
10627271000119100,L02424
10626831000119100,L02425
10626911000119100,L02425
10627151000119100,L02425
10627231000119100,L02425
28061009,L02426
48759000,L02426
90942002,L02426
10626791000119100,L02426
10626871000119100,L02426
10627111000119100,L02426
10627191000119100,L02426
35490003,L02429
37589009,L02429
81932009,L02429
87269006,L02429
200611006,L02429
200618000,L02429
267772007,L02429
302011000,L02429
10626031000119100,L02431
48903002,L02432
10625991000119100,L02432
65208005,L02435
10627831000119100,L02435
10628191000119100,L02435
10627871000119100,L02436
10628151000119100,L02436
18892009,L02439
21382004,L02439
37560007,L02439
45126009,L02439
64681004,L02439
66356008,L02439
86855009,L02439
200588003,L02439
200589006,L02439
200594006,L02439
200595007,L02439
302013002,L02439
302016005,L02439
10632111000119100,L02511
10632031000119100,L02511
10632351000119100,L02511
10632391000119100,L02511
21092002,L02512
32021005,L02512
115911000119109,L02512
10632231000119100,L02512
10631991000119100,L02512
10632071000119100,L02512
10632271000119100,L02512
10632311000119100,L02512
3633001,L02519
238386003,L02519
238387007,L02519
447044003,L02519
10627631000119100,L02521
10453005,L02522
10627591000119100,L02522
64786000,L02529
75568008,L02529
52023002,L02539
58540009,L02539
65844007,L02539
10632191000119100,L02611
111183001,L02612
10632151000119100,L02612
12115003,L02619
301706005,L02619
308660004,L02619
36175004,L02629
44361004,L02629
77265008,L02629
1197005,L02639
18929007,L02639
52508001,L02639
7329003,L02811
31399009,L02811
236123006,L02818
19043005,L02821
90204000,L02831
128273004,L02831
200600003,L02831
31928004,L0291
128477000,L0291
238449000,L0291
240664007,L0291
402125000,L0291
405549001,L0291
445098000,L0291
720751000,L0291
721269002,L0291
135849005,L0292
238389005,L0292
399008001,L0292
416675009,L0292
707220001,L0292
91374005,L0293
416893007,L0293
10628311000119100,L03011
10628351000119100,L03011
10628391000119100,L03011
10628431000119100,L03011
10631791000119100,L03011
10631871000119100,L03011
10633631000119100,L03011
10633711000119100,L03011
13000001000004100,L03011
15865061000119100,L03011
15865101000119100,L03011
16003031000119100,L03011
27561001,L03012
36857002,L03012
444646006,L03012
449825003,L03012
10633791000119100,L03012
10628471000119100,L03012
10631711000119100,L03012
10631751000119100,L03012
10631831000119100,L03012
10633591000119100,L03012
10633671000119100,L03012
16003111000119100,L03012
200628009,L03019
200630006,L03019
200638004,L03019
238455005,L03019
445506004,L03019
446289001,L03019
449717009,L03019
838283002,L03019
48503007,L03029
10630511000119100,L03029
10628231000119100,L03031
10628271000119100,L03031
10631671000119100,L03031
10633151000119100,L03031
10633391000119100,L03031
15630891000119100,L03031
70637004,L03032
388982007,L03032
388983002,L03032
10631631000119100,L03032
10633111000119100,L03032
10633351000119100,L03032
449702005,L03039
128282005,L03049
10629831000119100,L03111
10633551000119100,L03111
19457002,L03112
10629791000119100,L03112
10633511000119100,L03112
16005591000119100,L03113
10633471000119100,L03113
10633871000119100,L03113
10633911000119100,L03113
13680009,L03114
49810002,L03114
71392009,L03114
301710008,L03114
10633431000119100,L03114
10633831000119100,L03114
10633951000119100,L03114
16005551000119100,L03114
10629911000119100,L03115
10632991000119100,L03115
10633071000119100,L03115
10633231000119100,L03115
10633311000119100,L03115
9557000,L03116
13301002,L03116
24288004,L03116
77054009,L03116
10629871000119100,L03116
10632951000119100,L03116
10633031000119100,L03116
10633191000119100,L03116
10633271000119100,L03116
38217004,L03119
56351000,L03119
62837005,L03119
67878002,L03119
91541006,L03119
128276007,L03119
200666007,L03119
200667003,L03119
200668008,L03119
200669000,L03119
200670004,L03119
200674008,L03119
200678006,L03119
200679003,L03119
200680000,L03119
200681001,L03119
200682008,L03119
200686006,L03119
200687002,L03119
238396007,L03119
238398008,L03119
287000004,L03119
287001000,L03119
287002007,L03119
301711007,L03119
449671007,L03119
449710006,L03119
449711005,L03119
10630391000119100,L03121
10631191000119100,L03121
5075002,L03122
60165002,L03122
10630351000119100,L03122
10631151000119100,L03122
10630471000119100,L03123
31302006,L03124
10630431000119100,L03124
10630311000119100,L03125
10631231000119100,L03125
128280002,L03126
10630271000119100,L03126
10631111000119100,L03126
3059002,L03129
19360008,L03129
23259007,L03129
28653000,L03129
31218002,L03129
31412003,L03129
60777000,L03129
890172004,L03129
27767004,L03211
33134003,L03211
53502009,L03211
58945008,L03211
60540006,L03211
109247006,L03211
200648002,L03211
200650005,L03211
200652002,L03211
220145006,L03211
267777001,L03211
32263004,L03212
35958000,L03212
41789000,L03212
47756005,L03212
73970005,L03212
76549002,L03212
109245003,L03213
314516007,L03213
348111000119104,L03213
348561000119109,L03213
349141000119107,L03213
7640004,L03222
11648002,L03222
128281003,L03222
59883002,L03311
65967008,L03312
66918004,L03312
200658003,L03312
200661002,L03312
309254003,L03312
59532009,L03313
200655000,L03313
200656004,L03313
79216009,L03314
88361008,L03314
200662009,L03314
26330000,L03315
81823008,L03315
200663004,L03315
737174002,L03315
44428005,L03317
64576003,L03317
200676005,L03317
46876003,L03319
69651009,L03322
84490005,L03322
128278008,L03322
43830008,L03323
64740002,L03323
36616006,L03324
87815001,L03325
3038009,L03326
26466000,L03326
84724007,L03327
987007,L03811
52190008,L03811
111184007,L03811
128277003,L03811
200651009,L03811
7272006,L03891
12713001,L0390
19240003,L0390
24232008,L0390
71906005,L0390
123951002,L0390
128045006,L0390
200744008,L0390
238388002,L0390
247517004,L0390
278037002,L0390
402928004,L0390
402929007,L0390
402930002,L0390
402932005,L0390
762284008,L0390
8838005,L0391
84414000,L0391
86479002,L0391
238404003,L0391
733174003,L0391
3502005,L040
44298000,L040
127076002,L040
127081006,L040
200700005,L040
238405002,L040
1204163004,L040
1204199009,L040
10629031000119100,L040
10628951000119100,L040
10628991000119100,L040
127154008,L041
1204159006,L041
1204201006,L041
1204221007,L041
127189005,L042
200698001,L042
10629071000119100,L042
127199000,L043
200699009,L043
1204161002,L043
10629111000119100,L043
41174002,L049
48573006,L049
275525005,L049
444997000,L049
431709001,L0501
866000008,L0501
311897005,L0591
865903003,L0591
866004004,L0591
71000119102,L0591
28039004,L0592
300078006,L0592
311453002,L0592
431710006,L0592
2396006,L080
13277001,L080
29909004,L080
71332006,L080
90900004,L080
238417000,L081
238418005,L081
